rank;uri;artist_names;track_name;source;peak_rank;previous_rank;weeks_on_chart;streams
17;spotify:track:3cqPu20DGTGUoZtbJH2Dmi;Ali Gatie;What If I Told You That I Love You;Warner Records;17;-1;1;407992
18;spotify:track:696DnlkuDOXcMAnKlTgXXK;Arizona Zervas;ROXANNE;Arizona Zervas;2;18;14;397484
19;spotify:track:41L3O37CECZt3N7ziG2z7l;Justin Bieber;Yummy;RBMG/Def Jam;3;13;4;394636
20;spotify:track:2Pckb69I4iMmL24jZ2KO4D;TIX;Jævlig;Universal Music AS;2;16;6;389687
21;spotify:track:04JGX3bLp5D3l32i5GELPu;Herman Flesvig;Satsebrakka 2020;Chinpoko Records;3;8;4;386225
22;spotify:track:2b8fOow8UzyDFAE27YhOZM;Maroon 5, Nipsey Hussle, YG;Memories Remix (feat. Nipsey Hussle & YG);Interscope Records*;3;22;19;382680
23;spotify:track:2gMXnyrvIjhVBUZwvLZDMP;Lewis Capaldi;Before You Go;Vertigo Berlin;8;24;11;380926
24;spotify:track:1mCsF9Tw4AkIZOjvZbZZdT;Matthew Wilder;Break My Stride;Legacy Recordings;21;21;3;374351
25;spotify:track:1YFwmEAnSUx9ZAgWT39i1L;Tungevaag;Knockout;Spinnin' Records;21;23;8;364306
26;spotify:track:2Fxmhks0bxGSBdJ92vM42m;Billie Eilish;bad guy;Darkroom/Interscope Records;1;40;44;349121
27;spotify:track:4Of7rzpRpV1mWRbhp5rAqG;Lewis Capaldi;Bruises;Vertigo Berlin;19;27;33;348016
28;spotify:track:1iSqfoUFnQwV0QW1EfUit8;YNW Melly;Suicidal;P2019;28;28;6;335198
29;spotify:track:17XU1PTSv4OfcBUE8rNYWm;Julie Bergan, Seeb;Kiss Somebody;WM Norway;12;25;4;331753
30;spotify:track:5WEAZtjEufELtaxqYcqCJg;Astrid S;Years;Universal Music AS;12;26;10;318406
31;spotify:track:1icRHA6kFSipRbZREQPaA0;Ringnes-Ronny;Valhalla;Ringnes-Ronny;30;30;3;317511
32;spotify:track:5a6pdCHlWS2ekOOQ70QnAr;Noah Cyrus;July;Records/Columbia;31;31;24;302349
33;spotify:track:4l0Mvzj72xxOpRrp6h8nHi;Selena Gomez;Lose You To Love Me;Interscope Records;2;29;15;298558
34;spotify:track:7lidXGPXPYLNThITAOTlkK;Halsey;You should be sad;Capitol Records;34;37;3;292121
35;spotify:track:61ZM92T2zaXIVsqncThQzC;Robin Schulz, Alida;In Your Eyes (feat. Alida);WM Germany;35;52;3;288140
36;spotify:track:2zTXGnJsTwSp1TKcs5g6Xb;Arif Murakami;Hvem Er Hun;Nora Streams;4;34;31;279569
37;spotify:track:0VSzREd1OjEWJ9tXoFHRQH;Eminem, Ed Sheeran;Those Kinda Nights (feat. Ed Sheeran);Shady/Aftermath/Interscope Records;14;14;2;269934
38;spotify:track:21jGcNKet2qwijlDFuPiPb;Post Malone;Circles;Republic Records;3;32;22;267703
39;spotify:track:2ez6qvOTHKeI3ss80NGqnI;SHAED, ZAYN;Trampoline (with ZAYN);Photo Finish Records;12;36;18;265100
40;spotify:track:3yOlyBJuViE2YSGn3nVE1K;Camila Cabello, DaBaby;My Oh My (feat. DaBaby);Syco Music/Epic;21;38;8;257011
41;spotify:track:4poybupy26pTWPr9zY1i7h;Nea;Some Say;Milkshake;6;41;20;255329
42;spotify:track:7aiClxsDWFRQ0Kzk5KI5ku;blackbear;hot girl bummer;Alamo;7;39;22;241466
43;spotify:track:2VxeLyX666F8uXCJ0dZF8B;Lady Gaga, Bradley Cooper;Shallow;A Star is Born OST;2;47;70;240965
44;spotify:track:6v3KW9xbzN5yKLt9YKDYA2;Shawn Mendes, Camila Cabello;Señorita;Island Records;1;44;32;238401
45;spotify:track:3eekarcy7kvN4yt5ZFzltW;Travis Scott;HIGHEST IN THE ROOM;Cactus Jack / Epic;2;49;17;228934
46;spotify:track:3TKpJrY9q49Mj1JOsM9zGL;The Chainsmokers, Kygo;Family;Disruptor Records/Columbia;27;51;8;217957
47;spotify:track:6CdEQR3Zp31TlOwCXwcYUM;Highasakite;Under The Sun;Propeller Recordings;47;-1;1;216935
48;spotify:track:4wNIkl5XGiAACjFBlDWuSd;Jonas Brothers;What A Man Gotta Do;Republic Records;42;42;2;209199
49;spotify:track:43zdsphuZLzwA9k4DJhU0I;Billie Eilish;when the party's over;Darkroom/Interscope Records;9;71;67;207393
50;spotify:track:7HMmFQsKsljwTw8bS7lu19;Selena Gomez;Rare;Interscope Records;26;45;3;206282
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;spotify:track:5SY5BWTxbDqFouuAdelFV9;Victor Leksell;Svag;Columbia;1;1;14;882930
2;spotify:track:0VjIjW4GlUZAMYd2vXMi3b;The Weeknd;Blinding Lights;Republic Records;1;2;22;741831
3;spotify:track:39Yp9wwQiSRIDOvrVg7mbk;THE SCOTTS, Travis Scott, Kid Cudi;THE SCOTTS;Cactus Jack / Epic;3;-1;1;643698
4;spotify:track:6sMMfGxa9tB59dMEjEJ4nC;TIX;Karantene;Universal Music AS;1;3;6;628067
5;spotify:track:24Yi9hE78yPEbZ4kxyoXAI;SAINt JHN, Imanbek;Roses - Imanbek Remix;Columbia/B1 Recordings;4;5;24;601482
6;spotify:track:127QTOFJsJQp5LbJbu3A1y;Drake;Toosie Slide;OVO;4;4;4;554525
7;spotify:track:0lnksmEu1sa7t16YwhIP10;TIX;Kaller På Deg;Universal Music AS;1;6;8;534860
8;spotify:track:7ytR5pFWmSjzHJIeQkgog4;DaBaby, Roddy Ricch;ROCKSTAR (feat. Roddy Ricch);South Coast Music Group/Interscope Records;8;13;2;506250
9;spotify:track:76nqCfJOcFFWBJN32PAksn;Ava Max;Kings & Queens;Atlantic Records;7;7;7;463279
10;spotify:track:7szuecWAPwGoV1e5vGu8tl;The Weeknd;In Your Eyes;Republic Records;7;12;6;441229
11;spotify:track:67O8CWXxPsfz8orZVGMQwf;K-391, Alan Walker, Ahrix;End of Time;MER;3;9;8;437895
12;spotify:track:3frUvGrmGcay91lvFbOgsN;Kygo, Zara Larsson, Tyga;Like It Is;Kygo;3;8;5;415569
13;spotify:track:7eJMfftS33KTjuF7lTsMCx;Powfu, beabadoobee;death bed (coffee for your head);Columbia;13;14;11;401301
14;spotify:track:1rgnBhdG2JDFTbYkYRZAku;Tones And I;Dance Monkey;Elektra (NEK);1;11;46;394649
15;spotify:track:1qCmZnC1FUpNgOydIzqIPC;Tones And I;Bad Child;Elektra (NEK);12;16;7;374739
16;spotify:track:7DojZJuXe8JNVoesQKsMU1;El Papi;Sykepleierinnen (Sykehuset 2020);Universal Music AS Distributed Labels;16;50;3;374266
17;spotify:track:22LAwLoDA5b4AaGSkg6bKW;Lil Mosey;Blueberry Faygo;Mogul Vision/Interscope Records;14;15;12;371313
18;spotify:track:7vgv8KZBSo0TPzyIWG9yzV;Ava Max;Salt;Atlantic Records;5;19;20;357195
19;spotify:track:0OyQns5ayNK2OVaES0Vb8t;Juice WRLD;Righteous;Grade A Productions/Interscope Records;19;-1;1;355907
20;spotify:track:3PfIrDoz19wz7qK7tYeu62;Dua Lipa;Don't Start Now;Warner Records;6;17;26;332259
21;spotify:track:4nK5YrxbMGZstTLbvj6Gxw;BENEE, Gus Dapperton;Supalonely;Republic Records;6;20;9;331425
22;spotify:track:2kJwzbxV2ppxnQoYw4GLBZ;JP Saxe, Julia Michaels;If the World Was Ending (feat. Julia Michaels);Arista Records;16;25;28;326368
23;spotify:track:7qEHsqek33rTcFNT9PFqLf;Lewis Capaldi;Someone You Loved;Vertigo Berlin;3;22;75;321979
24;spotify:track:78qd8dvwea0Gosb6Fe6j3k;Doja Cat;Boss Bitch;Atlantic Records;23;23;8;314122
25;spotify:track:3Dv1eDb0MEgF93GpLXlucZ;Doja Cat;Say So;Kemosabe Records/RCA Records;24;24;18;310594
26;spotify:track:5xU6CXufU7wGRxsET3gLTB;Herman Flesvig;Josefine;Chinpoko Records;8;21;5;310524
27;spotify:track:6Q3K9gVUZRMZqZKrXovbM2;Kygo, Sasha Alex Sloan;I'll Wait;Kygo;9;18;4;309962
28;spotify:track:5Gj1wG8b12VQdEd3hUuSwo;Kygo, Zak Abel;Freedom;Kygo;10;10;2;293631
29;spotify:track:62aP9fBQKYKxi7PDXwcUAS;Surf Mesa, Emilee;ily (i love you baby) (feat. Emilee);Astralwerks;29;57;4;286334
30;spotify:track:0GFOW30WB6SsPoeOlZdDPl;Herman Flesvig;Haugenstua;Chinpoko Records;1;29;16;281571
31;spotify:track:0nbXyq5TXYPCO7pr3N8S4I;Roddy Ricch;The Box;Atlantic Records;3;27;20;272895
32;spotify:track:2gMXnyrvIjhVBUZwvLZDMP;Lewis Capaldi;Before You Go;Vertigo Berlin;8;35;24;270855
33;spotify:track:6gBFPUFcJLzWGx4lenP6h2;Travis Scott;goosebumps;Epic/Grand Hustle;33;157;31;266760
34;spotify:track:1Cv1YLb4q0RzL6pybtaMLo;Surfaces;Sunday Best;Surfaces, LLC / TenThousand Projects, LLC;19;28;17;265874
35;spotify:track:017PF4Q3l4DBUiWoXk4OWT;Dua Lipa;Break My Heart;Warner Records;19;31;5;265854
36;spotify:track:2ZJYsUUXegQrI1bOkq2UWC;Oskar Westerlin;SKARRE VÆRRA GREIT ELLER?;1958844 Records DK;36;-1;1;265125
37;spotify:track:22O2Zdfj3jnJZDSzlDMAJp;Alan Walker, Ruben;Heading Home;MER Recordings;13;26;4;262517
38;spotify:track:6TfeXwJihJRuBW3mFpib6J;CLMD, Tungevaag;DANCE;Universal Music AS;11;32;28;261684
39;spotify:track:61ZM92T2zaXIVsqncThQzC;Robin Schulz, Alida;In Your Eyes (feat. Alida);WM Germany;20;34;16;260561
40;spotify:track:4vBMASGWem33g5wqMe7MDL;Maria Mena;Not OK;Columbia;40;-1;1;255593
41;spotify:track:3AzjcOeAmA57TIOr9zF1ZW;Dua Lipa;Physical;Warner Records;22;33;13;253650
42;spotify:track:2xLMifQCjDGFmkHkpNLD9h;Travis Scott;SICKO MODE;Cactus Jack / Epic / Grand Hustle;21;186;58;249784
43;spotify:track:1fipvP2zmef6vN2IwXfJhY;Sam Smith, Demi Lovato;I’m Ready (with Demi Lovato);Capitol;30;30;2;239983
44;spotify:track:1icRHA6kFSipRbZREQPaA0;Ringnes-Ronny;Valhalla;Ringnes-Ronny;26;37;16;239292
45;spotify:track:1jaTQ3nqY3oAAYyCTbIvnM;Jack Harlow;WHATS POPPIN;Generation Now/Atlantic;45;45;11;231592
46;spotify:track:0bMbDctzMmTyK2j74j3nF3;Alan Walker, Ava Max;Alone, Pt. II;MER Recordings;4;38;18;226656
47;spotify:track:2alc8VZAzDgdAsL2QMk3hu;DripReport;Skechers;Arista Records;34;42;9;226163
48;spotify:track:3ZCTVFBt2Brf31RLEnCkWJ;Billie Eilish;everything i wanted;Darkroom/Interscope Records;1;43;25;225789
49;spotify:track:55CHeLEfn5iJ0IIkgaa4si;Megan Thee Stallion;Savage;300 Entertainment;39;39;6;225361
50;spotify:track:4umIPjkehX1r7uhmGvXiSV;Justin Bieber, Quavo;Intentions (feat. Quavo);RBMG/Def Jam;6;36;12;212104
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;spotify:track:4SS4YfDAEQG0fZAe1xfgn3;Victor Leksell;Svag;Columbia;1;1;27;787624
2;spotify:track:1xQ6trAsedVPCdbtDAmk0c;Jawsh 685, Jason Derulo;Savage Love (Laxed - Siren Beat);Columbia;1;2;7;773046
3;spotify:track:1onIk6JelFU9LASUyaT3I1;Bølgen;Er ikke verre;MTG Music;2;3;4;707745
4;spotify:track:46v4XAUfknD2BTqZQ60YAX;Ringnes-Ronny, Lothepus, hekkan;Karl Johan;Ringnes-Ronny;4;147;2;617848
5;spotify:track:6bZHVGx3Qj0zoUUSZjextf;TIX;Nå Koser Vi Oss;Universal Music AS;4;5;5;611153
6;spotify:track:7ytR5pFWmSjzHJIeQkgog4;DaBaby, Roddy Ricch;ROCKSTAR (feat. Roddy Ricch);South Coast Music Group/Interscope Records;2;6;15;562680
7;spotify:track:3Be7CLdHZpyzsVijme39cW;Kygo, Tina Turner;What's Love Got to Do with It;Kygo;4;4;2;546718
8;spotify:track:6UelLqGlWMcVH1E5c4H7lY;Harry Styles;Watermelon Sugar;Columbia;6;7;29;524605
9;spotify:track:0VjIjW4GlUZAMYd2vXMi3b;The Weeknd;Blinding Lights;Republic Records;1;8;35;497209
10;spotify:track:7y7w4tl4MaRC2UMEj1mPtr;Juice WRLD, Marshmello;Come & Go (with Marshmello);Grade A Productions/Interscope Records;9;9;3;477357
11;spotify:track:5ZBKXaiKksaMq07XSnyOQ4;Dagny;Somebody;Universal Music AS;8;11;13;421114
12;spotify:track:3H7ihDc1dqLriiWXwsc2po;Topic, A7S;Breaking Me;Virgin;10;10;30;406416
13;spotify:track:0OdiOUBYdTUuw4aMGr1oqP;El Papi;Sykepleierinnen (Sykehuset 2020);Universal Music AS Distributed Labels;3;12;16;395589
14;spotify:track:24Yi9hE78yPEbZ4kxyoXAI;SAINt JHN, Imanbek;Roses - Imanbek Remix;Columbia/B1 Recordings;4;13;37;370242
15;spotify:track:3quis1aFmQ0tlDbbq3RPOx;Chris Holsten, Frida Ånnevik;Hvis verden;WM Norway;9;14;11;351062
16;spotify:track:1sgDyuLooyvEML4oHspNza;Kygo, OneRepublic;Lose Somebody;Kygo;5;16;11;338078
17;spotify:track:6zSB7W0XzqjlGpuiuuvMQk;TIX, Morgan Sulele;Deg Eller Ingenting;Universal Music AS;4;15;7;331892
18;spotify:track:6nIoVkKodp1UX5rHQvqE5G;Morgan Sulele, Admiral P;Seriøst (feat. Admiral P);RCA Records Label;18;22;5;330554
19;spotify:track:7CrzOLGSbr4PFi9F9PNcJ4;Staysman & Lazz, Staysman, Ringnes-Ronny;FREDAG;RCA Records Label;3;17;8;323962
20;spotify:track:6o3QUC5oAE4g6WxRIFcZtb;Juice WRLD;Wishing Well;Grade A Productions/Interscope Records;20;20;3;315675
21;spotify:track:7szuecWAPwGoV1e5vGu8tl;The Weeknd;In Your Eyes;Republic Records;7;18;19;311368
22;spotify:track:3hMgyGBkNb9Ah1rDzlELIK;Astrid S;Dance Dance Dance;Universal Music AS;6;19;8;302002
23;spotify:track:76nqCfJOcFFWBJN32PAksn;Ava Max;Kings & Queens;Atlantic Records;7;21;20;296433
24;spotify:track:59qrUpoplZxbIZxk6X0Bm3;Jason Derulo;Take You Dancing;Atlantic Records;24;-1;1;295429
25;spotify:track:4R2kfaDFhslZEMJqAFNpdd;Taylor Swift;cardigan;Taylor Swift;25;-1;1;291564
26;spotify:track:1rgnBhdG2JDFTbYkYRZAku;Tones And I;Dance Monkey;Elektra (NEK);1;23;59;279410
27;spotify:track:0xwR5vB4PYsfBgWhTSXpXV;Kuselofte, Postgirobygget;Vi tar det igjen neste år;Universal Music AS;16;24;10;268438
28;spotify:track:1H7KnK26kc1YyellpbINEn;Pop Smoke, 50 Cent, Roddy Ricch;The Woo (feat. 50 Cent & Roddy Ricch);Victor Victor Worldwide;20;27;4;266796
29;spotify:track:0dZpw3h6KZhcHec61qwevZ;Conkarah, Shaggy, DJ Fle;Banana (feat. Shaggy) - DJ FLe - Minisiren Remix;S-Curve Records;23;26;11;260201
30;spotify:track:2gMXnyrvIjhVBUZwvLZDMP;Lewis Capaldi;Before You Go;Vertigo Berlin;8;30;37;251091
31;spotify:track:0lnksmEu1sa7t16YwhIP10;TIX;Kaller På Deg;Universal Music AS;1;28;21;248850
32;spotify:track:7qEHsqek33rTcFNT9PFqLf;Lewis Capaldi;Someone You Loved;Vertigo Berlin;3;31;88;248724
33;spotify:track:2MbdDtCv5LUVjYy9RuGTgC;Jack Harlow, Tory Lanez, DaBaby, Lil Wayne;WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix;Generation Now/Atlantic;33;35;5;245400
34;spotify:track:62aP9fBQKYKxi7PDXwcUAS;Surf Mesa, Emilee;ily (i love you baby) (feat. Emilee);Astralwerks;16;29;17;240085
35;spotify:track:7vgv8KZBSo0TPzyIWG9yzV;Ava Max;Salt;Atlantic Records;5;32;33;229369
36;spotify:track:2kJwzbxV2ppxnQoYw4GLBZ;JP Saxe, Julia Michaels;If the World Was Ending (feat. Julia Michaels);Arista Records;16;33;41;227700
37;spotify:track:1icRHA6kFSipRbZREQPaA0;Ringnes-Ronny;Valhalla;Ringnes-Ronny;26;45;29;220315
38;spotify:track:4pvb0WLRcMtbPGmtejJJ6y;Taylor Swift, Bon Iver;exile (feat. Bon Iver);Taylor Swift;38;-1;1;219932
39;spotify:track:46SPeM6PH7euQbb1npKzwY;El Papi;Midsommarnatt;Universal Music AS Distributed Labels;21;37;8;219666
40;spotify:track:45bE4HXI0AwGZXfZtMp8JR;Tate McRae;you broke me first;RCA Records Label;40;57;12;214687
41;spotify:track:25zlnOAzbVoOzIeXSvQFf1;Pop Smoke;Got It On Me;Victor Victor Worldwide;41;46;4;214062
42;spotify:track:017PF4Q3l4DBUiWoXk4OWT;Dua Lipa;Break My Heart;Warner Records;19;36;18;213854
43;spotify:track:6sMMfGxa9tB59dMEjEJ4nC;TIX;Karantene;Universal Music AS;1;38;19;213441
44;spotify:track:0ZXdzaT1k688dkpNeEgQiV;NOTD, Astrid S;I Don't Know Why;Universal Music AB;16;40;12;213123
45;spotify:track:78ldtCaBRJVp2i91B715L0;Kygo, Kim Petras;Broken Glass;Kygo;13;39;9;209534
46;spotify:track:0PvFJmanyNQMseIFrU708S;Pop Smoke, Lil Baby, DaBaby;For The Night (feat. Lil Baby & DaBaby);Victor Victor Worldwide;25;41;4;201015
47;spotify:track:7ju97lgwC2rKQ6wwsf9no9;Lady Gaga, Ariana Grande;Rain On Me (with Ariana Grande);Interscope;7;34;10;200443
48;spotify:track:67O8CWXxPsfz8orZVGMQwf;K-391, Alan Walker, Ahrix;End of Time;MER;3;47;21;197938
49;spotify:track:6EDO9iiTtwNv6waLwa1UUq;DJ Khaled, Drake;POPSTAR (feat. Drake);OVO/We The Best/Epic;25;25;2;185502
50;spotify:track:0Jlcvv8IykzHaSmj49uNW8;Taylor Swift;the 1;Taylor Swift;50;-1;1;184985
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;spotify:track:4y4spB9m0Q6026KfkAvy9Q;Justin Bieber, benny blanco;Lonely (with benny blanco);Friends Keep Secrets/Def Jam Recordings/Interscope Records;1;3;2;843033
2;spotify:track:3tjFYV6RSFtuktYl3ZtYcq;24kGoldn, iann dior;Mood (feat. iann dior);Records/Columbia;1;1;12;682111
3;spotify:track:7hxHWCCAIIxFLCzvDgnQHX;Internet Money, Gunna, Don Toliver, NAV;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money Records/ TenThousand Projects;2;2;11;623486
4;spotify:track:45bE4HXI0AwGZXfZtMp8JR;Tate McRae;you broke me first;RCA Records Label;4;5;25;531623
5;spotify:track:1tkg4EHVoqnhR6iFEXb60y;Pop Smoke;What You Know Bout Love;Victor Victor Worldwide;3;4;11;500397
6;spotify:track:4SS4YfDAEQG0fZAe1xfgn3;Victor Leksell;Svag;Columbia;1;6;40;469012
7;spotify:track:7igeByaBM0MgGsgXtNxDJ7;Ariana Grande;positions;Republic Records;7;-1;1;423712
8;spotify:track:5u1n1kITHCxxp8twBcZxWy;Justin Bieber, Chance the Rapper;Holy (feat. Chance The Rapper);RBMG/Def Jam;3;7;6;402426
9;spotify:track:0PvFJmanyNQMseIFrU708S;Pop Smoke, Lil Baby, DaBaby;For The Night (feat. Lil Baby & DaBaby);Victor Victor Worldwide;8;8;17;381654
10;spotify:track:6hCGVqheUBzymvfA7IB4Y9;Dagny;Somebody;Universal Music AS;8;11;26;368723
11;spotify:track:4Oun2ylbjFKMPTiaSbbCih;Cardi B, Megan Thee Stallion;WAP (feat. Megan Thee Stallion);Atlantic/KSR;2;10;12;367922
12;spotify:track:6AGOKlMZWLCaEJGnaROtF9;Ritt Momney;Put Your Records On;Columbia;12;13;7;344286
13;spotify:track:6cx06DFPPHchuUAcTxznu9;Joel Corry, MNEK;Head & Heart (feat. MNEK);Atlantic Records UK;9;12;17;336153
14;spotify:track:4YwIOEhqg57IX2QasbetBi;Astrid S;It's Ok If You Forget Me;Universal Music AS;7;9;6;334990
15;spotify:track:5Du3rnveQft7usQHGOr1yq;Victor Sotberg;BlimE! - Ser Deg;Propeller Recordings;12;16;10;307183
16;spotify:track:55Am8neGJkdj2ADaM3aw5H;James Arthur;Train Wreck;Columbia;16;35;9;290015
17;spotify:track:1onIk6JelFU9LASUyaT3I1;Bølgen;Er ikke verre;MTG Music;2;23;17;287185
18;spotify:track:0VjIjW4GlUZAMYd2vXMi3b;The Weeknd;Blinding Lights;Republic Records;1;17;48;285266
19;spotify:track:5KCbr5ndeby4y4ggthdiAb;Shawn Mendes;Wonder;Shawn Mendes LP4-5 PS/ Island;16;18;4;281194
20;spotify:track:3quis1aFmQ0tlDbbq3RPOx;Chris Holsten, Frida Ånnevik;Hvis verden;WM Norway;9;15;24;279855
21;spotify:track:59qrUpoplZxbIZxk6X0Bm3;Jason Derulo;Take You Dancing;Atlantic Records;11;20;14;270224
22;spotify:track:1xQ6trAsedVPCdbtDAmk0c;Jawsh 685, Jason Derulo;Savage Love (Laxed - Siren Beat);Columbia;1;14;20;269721
23;spotify:track:46v4XAUfknD2BTqZQ60YAX;Ringnes-Ronny, Lothepus, hekkan;Karl Johan;Ringnes-Ronny;3;19;15;261220
24;spotify:track:7qEHsqek33rTcFNT9PFqLf;Lewis Capaldi;Someone You Loved;Vertigo Berlin;3;22;101;260237
25;spotify:track:2gMXnyrvIjhVBUZwvLZDMP;Lewis Capaldi;Before You Go;Vertigo Berlin;8;27;50;246179
26;spotify:track:6UelLqGlWMcVH1E5c4H7lY;Harry Styles;Watermelon Sugar;Columbia;6;28;42;236439
27;spotify:track:4xqrdfXkTW4T0RauPLv3WA;Conan Gray;Heather;Republic Records;17;24;12;236173
28;spotify:track:2ICse7t8MB60EFk6o9aUyw;Ava Max;Who's Laughing Now;Atlantic Records;8;26;13;230003
29;spotify:track:2SAqBLGA283SUiwJ3xOUVI;Drake, Lil Durk;Laugh Now Cry Later (feat. Lil Durk);OVO;8;30;11;228090
30;spotify:track:0t1kP63rueHleOhQkYSXFY;BTS;Dynamite;BIGHIT MUSIC;30;31;10;225814
31;spotify:track:7ytR5pFWmSjzHJIeQkgog4;DaBaby, Roddy Ricch;ROCKSTAR (feat. Roddy Ricch);South Coast Music Group/Interscope Records;2;29;28;224171
32;spotify:track:4twPIcFhR0270afJADX60L;El Papi, TIX;Igjen Og Igjen (feat. TIX);Universal Music AS Distributed Labels;1;25;12;220756
33;spotify:track:27ycaQnQAxaPiyeg3nr2aB;Miley Cyrus;Midnight Sky;RCA Records Label;23;36;11;217291
34;spotify:track:2Y0wPrPQBrGhoLn14xRYCG;Juice WRLD, Marshmello;Come & Go (with Marshmello);Grade A Productions/Interscope Records;9;33;16;216574
35;spotify:track:0N4lXR2IB0bVwQjNQzDPKy;Matoma, Emma Steinbakken;WOW (with Emma Steinbakken);Big Beat Records;35;-1;1;215891
36;spotify:track:2kJwzbxV2ppxnQoYw4GLBZ;JP Saxe, Julia Michaels;If the World Was Ending (feat. Julia Michaels);Arista Records;16;37;54;212149
37;spotify:track:5rZlwNFl01HqLWBQGryKSm;Pop Smoke, Lil Tjay;Mood Swings (feat. Lil Tjay);Victor Victor Worldwide;10;32;17;207770
38;spotify:track:0SDZIfwGmTWP5emacUo6zG;Ruben;Dear God;Universal Music AS;38;-1;1;206581
39;spotify:track:5IUtvfNvOyVYZUa6AJFrnP;Ty Dolla $ign, Post Malone;Spicy (feat. Post Malone);Atlantic Records;39;-1;1;204887
40;spotify:track:3H7ihDc1dqLriiWXwsc2po;Topic, A7S;Breaking Me;Virgin;10;40;43;200308
41;spotify:track:6Yk4SvgOe7800NtgrfnY4X;Bølgen;Pen og Populær;MTG Music;41;-1;1;197541
42;spotify:track:6ItZGhz0nJ39dC6wZkcr0H;Broiler, Thea Leora;Love Like This;Universal Music AS;14;34;3;196170
43;spotify:track:0GFOW30WB6SsPoeOlZdDPl;Herman Flesvig;Haugenstua;Chinpoko Records;1;38;42;193859
44;spotify:track:5psEZhQu6lukjhavJo4AbC;The Kid LAROI;SO DONE;Columbia;44;-1;1;191386
45;spotify:track:2Wo6QQD1KMDWeFkkjLqwx5;SAINt JHN, Imanbek;Roses - Imanbek Remix;Columbia/B1 Recordings;4;42;50;190064
46;spotify:track:6N22FZs2ZhPBYi3b9XPajV;Labrinth;Still Don't Know My Name;Masterworks;30;41;12;184694
47;spotify:track:6i7zAdNhzUN2k1HcrBxPHG;Ofenbach, Quarterhead, Norma Jean Martine;Head Shoulders Knees & Toes (feat. Norma Jean Martine);Elektra France;47;57;7;179314
48;spotify:track:0ofHAoxe9vBkTCp2UQIavz;Fleetwood Mac;Dreams - 2004 Remaster;Rhino/Warner Records;39;39;4;177826
49;spotify:track:1icRHA6kFSipRbZREQPaA0;Ringnes-Ronny;Valhalla;Ringnes-Ronny;26;46;42;175579
50;spotify:track:2bDNedM4lTAl4P2mfqoh8e;Astrid S;Airpods;Universal Music AS;21;21;2;171456
